id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
235,27,9,1,6,1,2,1,1,5,1,2897,1,884,5,2,-1.8,96.03,-33.8,3.55,4976.73,0.0
236,28,5,1,6,1,1,1,1,5,5,113,0,952,0,0,1.1,92.49,-35.52,4.62,5274.05,0.0
237,36,10,2,6,1,2,1,1,6,1,75,2,1001,0,0,1.4,96.25,-41.63,4.81,5128.76,0.0
238,30,10,1,7,1,1,1,1,6,1,122,0,979,0,0,1.4,92.38,-40.08,4.71,5395.39,0.0
239,28,10,1,6,1,2,1,0,7,4,56,2,1037,0,0,1.4,96.26,-42.65,5.07,4971.92,0.0
240,46,5,3,6,1,2,1,0,7,5,310,6,975,0,0,1.4,89.31,-43.21,4.92,5473.82,0.0
241,58,7,1,1,0,2,1,0,8,4,97,30,1006,0,0,1.4,91.57,-41.54,5.01,5400.62,1.0
242,33,1,2,6,1,1,2,0,5,4,16,7,1015,0,0,-1.8,90.66,-45.83,1.28,5221.47,0.0
243,45,2,2,2,0,2,1,0,7,1,95,3,959,0,0,1.4,97.39,-44.32,5.03,5463.36,0.0
244,28,5,1,6,1,1,1,0,11,2,228,1,993,1,1,-0.1,90.03,-42.33,4.18,5013.94,0.0
245,50,8,3,3,0,2,1,1,6,2,4763,8,582,2,1,1.4,94.57,-34.36,3.02,5411.39,0.0
246,33,10,2,6,1,2,1,0,4,1,1199,3,149,4,0,-1.8,89.38,-30.03,1.16,4964.37,0.0
247,43,1,2,6,1,2,1,1,6,2,415,6,1018,0,0,1.4,93.99,-40.37,4.99,5269.92,0.0
248,42,11,2,4,1,2,1,0,5,4,3289,1,243,4,1,-1.8,96.49,-28.42,2.66,4995.76,1.0
249,57,5,2,6,1,2,2,0,11,2,580,2,982,1,1,-0.1,91.98,-41.37,3.97,5024.33,1.0
250,45,2,3,2,0,2,1,1,5,2,149,1,1033,0,0,1.1,89.76,-37.85,5.0,5367.49,0.0
251,53,5,2,2,1,2,1,0,11,3,4740,2,892,1,2,-0.1,95.87,-32.88,3.85,5210.18,0.0
252,28,0,2,6,1,0,0,1,5,5,276,1,968,0,0,1.1,95.49,-34.9,4.77,5045.65,0.0
253,33,1,2,5,1,1,2,1,5,5,2374,2,207,0,0,1.1,95.35,-42.91,2.01,5075.84,0.0
254,44,8,2,5,1,2,1,0,8,2,183,2,994,0,0,1.4,96.99,-37.65,5.05,5489.5,0.0
255,53,1,2,5,1,1,1,0,8,2,87,5,951,0,0,1.4,95.68,-37.72,4.99,5050.34,0.0
256,37,3,2,5,1,1,1,1,6,3,460,0,964,0,0,1.4,92.19,-41.96,4.97,5154.9,0.0
257,29,2,1,2,0,2,1,1,5,4,43,2,954,0,0,-1.8,95.3,-47.4,1.31,5277.56,0.0
258,57,6,1,5,1,1,2,1,6,2,103,1,1014,0,0,1.4,95.4,-41.63,4.99,5233.32,0.0
259,23,8,1,4,0,2,1,0,5,1,4386,3,1014,1,1,-1.8,93.72,-36.48,2.31,4809.99,0.0
260,23,9,1,5,1,2,1,0,8,2,79,0,970,0,0,-2.9,96.53,-30.77,0.9,5289.4,0.0
261,46,1,2,4,1,2,2,0,8,3,108,3,959,0,0,1.4,93.07,-37.54,5.0,5473.82,0.0
262,36,2,1,3,1,2,2,0,7,4,95,1,1019,0,0,1.4,90.16,-41.63,5.19,4966.69,0.0
263,26,8,3,3,1,1,2,1,5,1,81,7,1003,0,0,1.1,98.22,-35.56,4.61,5009.31,0.0
264,29,8,2,5,1,1,1,1,6,3,206,1,1012,0,0,1.4,94.84,-40.46,4.99,5060.8,0.0
265,30,1,1,5,1,2,1,0,11,5,60,0,970,0,0,-0.1,92.08,-42.29,3.93,5408.82,0.0
266,27,2,1,5,1,2,1,1,7,3,169,6,985,0,0,1.4,97.86,-42.05,4.89,5369.25,0.0
267,40,2,2,3,0,2,1,0,7,2,191,0,969,0,0,1.4,92.88,-42.78,4.94,5034.66,0.0
268,30,2,2,5,1,2,1,1,5,3,87,0,1045,0,0,1.1,94.18,-37.01,4.85,5066.41,0.0
269,49,1,2,6,1,2,1,0,8,2,112,6,965,0,0,1.4,97.83,-34.72,4.89,5207.18,0.0
270,30,8,2,5,1,2,2,0,7,1,156,1,1014,0,0,1.4,94.66,-42.74,5.15,5400.62,0.0
271,32,10,2,6,1,2,2,0,8,5,2731,5,540,5,0,1.4,90.81,-27.79,2.6,5065.46,0.0
272,33,1,2,6,1,2,1,1,5,4,1697,4,610,1,0,1.1,89.86,-42.79,0.83,5130.94,0.0
273,59,6,2,6,1,1,1,0,8,3,328,2,1015,0,0,1.4,89.79,-37.9,5.17,5139.22,0.0
274,33,1,1,6,1,1,1,0,3,2,545,2,986,2,1,-1.8,94.21,-50.87,4.01,4762.04,1.0
275,57,6,2,2,0,1,2,0,7,2,600,4,999,0,0,1.4,98.42,-42.87,5.16,5306.52,0.0
276,52,2,2,4,0,1,1,1,5,4,4415,1,978,0,1,1.1,96.8,-43.11,1.04,5162.53,0.0
277,31,10,2,6,1,1,1,0,9,3,224,1,1032,0,0,-1.1,96.64,-36.33,0.86,5177.03,1.0
278,35,5,2,6,0,1,1,1,5,3,946,1,352,0,2,1.1,97.32,-33.03,0.65,4888.12,0.0
279,30,10,1,6,1,2,2,1,7,3,16,42,976,0,0,1.4,96.64,-44.19,4.72,5144.45,0.0
280,41,5,2,0,0,1,1,0,4,4,2869,1,574,1,1,-1.8,93.72,-44.27,1.55,5047.44,0.0
281,49,5,1,7,1,1,1,0,5,3,1854,1,962,6,2,-1.8,91.43,-46.92,3.69,5025.36,0.0
282,54,2,2,2,0,2,1,0,4,1,851,5,1017,0,0,-1.8,94.28,-49.4,1.46,5150.09,0.0
283,52,5,2,6,1,1,1,0,11,1,60,1,966,0,0,-0.1,88.63,-40.99,4.06,5408.82,0.0
284,36,1,3,6,1,2,1,0,11,5,496,1,11,6,1,-0.1,91.13,-37.88,1.64,5051.1,0.0
285,55,2,3,4,1,2,1,0,11,3,597,3,463,3,2,-0.1,93.14,-30.95,1.52,5042.91,1.0
286,37,1,2,6,1,2,1,1,5,1,4847,2,764,4,2,1.1,95.26,-27.46,2.66,5316.18,0.0
287,37,2,2,4,1,2,1,0,4,2,216,0,1041,0,0,-1.8,91.86,-47.52,1.44,4956.32,0.0
288,58,0,2,0,0,2,1,0,8,2,123,3,978,0,0,1.4,94.0,-35.99,4.86,5139.22,0.0
289,27,6,0,2,2,2,1,1,8,4,776,29,378,6,0,1.4,89.59,-37.87,1.74,5377.64,1.0
290,41,0,1,3,1,1,0,1,10,3,1884,12,382,1,2,-1.7,88.23,-38.59,3.45,5166.37,1.0
291,37,10,1,6,1,1,1,1,6,1,179,2,963,0,0,1.4,94.65,-41.17,4.99,5259.46,0.0
292,54,6,2,6,1,1,1,0,8,2,327,1,1020,0,0,1.4,91.2,-36.17,4.86,5316.97,0.0
293,50,1,2,4,1,2,2,1,5,4,3592,0,730,5,2,1.1,96.74,-40.4,1.06,5293.72,0.0
294,22,9,1,3,1,2,1,0,10,2,88,0,1000,0,0,-3.4,94.0,-27.38,0.72,5092.76,0.0
295,44,7,2,4,0,2,1,0,8,4,162,1,1019,0,0,1.4,92.04,-37.0,5.05,5243.78,0.0
296,52,2,3,5,1,1,1,1,6,2,676,2,952,0,0,1.4,90.49,-40.92,4.76,5102.62,1.0
297,42,10,2,4,1,2,1,0,11,4,360,2,1023,0,0,-0.1,91.33,-43.21,4.14,5294.52,0.0
298,44,2,2,0,1,1,1,1,6,4,4657,0,272,1,2,1.4,95.95,-28.28,1.48,4756.78,0.0
299,36,6,3,3,0,1,1,0,12,4,86,27,956,0,0,1.4,94.19,-35.95,5.18,5139.22,1.0
300,85,6,2,6,1,2,2,0,10,2,64,1,993,1,1,-3.4,88.54,-27.46,0.75,5122.86,0.0
301,41,8,2,5,0,2,2,1,6,2,4966,0,263,3,0,1.4,94.81,-36.87,4.89,4894.8,0.0
302,23,2,1,2,1,0,0,0,5,4,4280,39,946,6,0,-3.4,96.23,-41.74,1.65,5181.53,0.0
303,41,3,2,3,0,1,1,1,6,4,933,2,414,4,2,1.4,91.37,-32.66,4.74,4988.22,0.0
304,32,8,1,5,1,1,1,0,10,2,136,1,949,0,0,-3.4,96.03,-26.73,0.73,5017.5,1.0
305,46,5,2,6,1,1,1,0,11,2,69,1,967,0,0,-0.1,97.39,-43.38,3.97,5190.6,0.0
306,60,6,2,5,1,2,1,0,10,3,1323,1,271,3,0,-3.4,92.43,-27.77,1.58,4989.06,0.0
307,50,5,2,6,1,2,2,0,4,5,1332,8,474,5,1,-1.8,94.79,-29.75,1.14,5145.55,0.0
308,31,8,2,5,1,1,1,0,5,2,1210,1,132,6,0,-1.8,91.28,-42.87,1.29,5164.75,0.0
309,31,8,1,5,1,2,1,0,5,2,3706,1,464,4,1,-1.8,92.05,-36.48,2.04,5064.82,0.0
310,27,5,1,6,1,1,2,0,11,2,76,1,1038,0,0,-0.1,96.46,-40.86,4.34,5273.73,0.0
311,29,1,1,6,1,2,2,0,7,3,2786,6,6,3,1,1.4,98.21,-31.72,1.82,5149.28,0.0
312,31,2,2,5,0,2,1,0,7,2,349,5,67,4,2,1.4,93.54,-30.82,4.68,5112.44,0.0
313,48,2,2,3,0,1,1,0,7,3,230,0,1040,0,0,1.4,98.23,-43.21,5.03,5149.67,0.0
314,35,2,2,4,1,1,1,1,5,3,142,2,1035,0,0,1.1,98.41,-36.03,4.81,5040.46,0.0
315,36,10,1,7,0,1,1,0,7,3,4935,1,663,4,1,1.4,98.49,-47.67,1.0,5350.2,0.0
316,30,1,2,5,1,2,1,0,11,3,82,1,1029,1,1,-3.4,97.18,-30.0,0.74,4816.8,0.0
317,44,1,1,6,1,1,1,0,8,2,960,1,950,0,0,-2.9,88.97,-32.21,0.86,5233.56,0.0
318,47,7,2,6,1,1,1,0,8,4,4895,1,162,3,1,1.4,97.06,-29.18,1.84,5158.19,0.0
319,47,10,3,0,1,1,2,0,3,1,228,34,986,0,0,-0.1,93.2,-43.59,4.0,5195.8,0.0
320,28,1,2,6,1,1,1,1,8,3,575,3,1029,0,0,1.4,91.57,-36.82,4.83,5259.46,1.0
321,47,5,3,6,1,0,0,1,5,3,3139,0,619,4,0,1.1,90.89,-35.15,4.22,5109.22,0.0
322,60,0,0,1,1,1,2,0,4,4,1520,40,338,2,2,1.4,91.93,-48.16,1.39,5092.23,1.0
323,34,8,2,5,1,1,1,0,7,2,81,7,962,0,0,1.4,94.1,-41.71,4.79,5181.04,0.0
324,44,2,3,4,0,1,1,0,11,1,223,3,1019,1,1,-0.1,95.8,-41.07,4.31,5429.61,0.0
325,38,1,1,6,1,2,1,1,6,3,3700,1,465,6,1,1.4,97.52,-33.44,4.31,5328.12,0.0
326,32,2,2,4,1,2,2,0,7,4,4203,0,878,3,2,1.4,89.89,-33.86,1.12,5224.03,0.0
327,46,2,2,2,0,1,1,0,5,4,13,3,978,0,0,-1.8,92.42,-46.33,1.3,4874.73,0.0
328,53,10,2,3,0,2,1,0,5,2,1576,3,961,5,1,-1.8,93.59,-29.07,2.82,5312.01,0.0
329,29,1,1,5,1,1,1,0,7,5,3387,1,507,3,2,1.4,95.64,-39.86,5.01,5254.27,1.0
330,32,2,2,4,0,1,2,0,4,1,722,1,915,1,0,-1.8,89.01,-46.32,1.48,5090.73,0.0
331,29,10,2,5,1,2,2,0,11,4,2153,0,242,1,1,-0.1,91.12,-35.15,0.85,5086.05,0.0
332,32,1,2,4,1,2,1,1,6,1,247,2,959,0,0,1.4,91.34,-42.51,5.03,5165.36,0.0
333,43,2,2,5,1,2,1,0,11,1,169,2,1048,0,0,-3.4,90.05,-30.46,0.71,5052.62,1.0
334,43,1,3,4,0,1,1,1,5,5,490,1,1031,0,0,1.1,90.23,-35.74,4.97,5414.21,0.0
335,34,6,2,5,1,2,1,0,4,4,4583,6,511,5,0,-1.8,90.93,-37.74,4.4,4888.13,0.0
336,49,2,2,4,0,2,1,0,4,4,3529,2,700,5,0,-1.8,90.6,-39.28,2.24,5423.89,0.0
337,32,5,2,5,1,2,1,0,11,3,228,2,957,0,0,-0.1,90.12,-43.84,4.28,5117.86,0.0
338,48,1,1,5,1,2,1,0,7,3,176,2,1016,0,0,1.4,89.22,-44.23,5.17,5489.5,0.0
339,39,8,2,6,1,1,1,1,5,4,151,1,1022,0,0,1.1,89.29,-36.25,4.92,5123.51,0.0
340,36,10,1,6,1,2,1,0,5,1,12,12,988,0,0,-1.8,91.12,-44.44,1.28,5048.1,0.0
341,37,1,2,5,1,2,1,1,6,2,3164,1,682,2,1,1.4,95.67,-44.29,3.79,4848.65,0.0
342,37,10,2,6,1,1,1,0,8,2,120,1,1000,0,0,1.4,93.91,-37.5,5.01,5008.51,0.0
343,29,3,1,6,1,1,1,0,7,4,2330,1,357,5,1,1.4,95.42,-37.44,3.65,4996.54,0.0
344,35,10,1,7,1,2,1,0,5,1,250,5,975,0,0,-1.8,92.14,-45.13,1.28,5134.79,0.0
345,79,6,2,7,1,1,1,0,11,5,319,2,1027,1,1,-3.4,89.22,-30.0,0.74,5002.44,1.0
346,45,10,2,5,1,2,1,0,7,2,299,4,518,0,1,1.4,93.26,-42.04,2.62,5204.27,0.0
347,56,1,2,6,0,2,1,0,8,5,157,0,995,0,0,1.4,93.53,-36.6,4.79,5468.59,0.0
348,42,10,2,4,1,2,1,0,5,3,65,1,954,1,1,-1.8,90.47,-46.56,1.3,5226.57,0.0
349,45,3,2,6,1,2,1,0,8,2,653,1,1009,0,0,1.4,97.08,-35.77,4.97,5269.92,1.0
350,38,10,3,7,1,1,1,1,5,5,1182,2,149,4,0,1.1,97.65,-28.49,2.57,5048.77,0.0
351,34,10,1,7,1,2,1,0,8,1,71,1,974,0,0,1.4,92.41,-36.38,5.17,5175.81,0.0
352,40,8,3,5,0,1,1,1,6,4,112,1,1016,0,0,1.4,97.96,-39.87,4.75,5029.43,0.0
353,32,1,1,5,1,2,1,0,7,3,153,0,964,0,0,1.4,97.67,-43.34,5.17,5086.94,0.0
354,30,10,2,4,1,1,1,0,7,5,1729,5,293,2,0,1.4,97.69,-29.45,2.35,5109.64,0.0
355,42,10,2,7,1,1,1,0,4,4,4688,1,358,3,0,-1.8,94.54,-47.25,1.43,5085.27,0.0
356,50,8,2,5,1,2,1,0,5,5,207,1,1014,0,0,-1.8,94.75,-47.67,1.32,5063.4,0.0
357,34,1,2,5,1,2,1,0,5,3,42,0,1002,0,0,-1.8,92.14,-44.53,1.26,5165.38,0.0
358,23,8,2,5,1,1,1,0,5,3,4708,0,540,4,2,-1.8,92.58,-47.71,4.44,5254.11,0.0
359,41,1,2,5,1,1,1,1,6,2,1346,3,730,3,0,1.4,89.66,-33.54,3.15,5266.27,0.0
360,58,6,2,2,0,1,1,1,6,4,73,2,953,0,0,1.4,96.07,-42.21,4.92,5003.29,0.0
361,40,10,1,6,0,2,1,0,7,1,267,5,1042,0,0,1.4,94.29,-42.91,5.19,4982.37,0.0
362,25,8,1,5,1,1,1,1,6,3,3890,2,623,3,1,1.4,94.52,-28.63,3.77,5108.39,0.0
363,29,11,1,2,1,2,2,0,11,5,117,0,993,0,0,-0.1,91.42,-42.71,4.15,5164.62,0.0
364,43,10,2,7,0,1,2,0,8,1,1791,1,311,1,2,1.4,93.3,-28.3,4.59,5152.26,0.0
365,48,2,2,2,1,2,1,0,5,1,2982,3,175,6,1,-1.8,96.24,-41.8,1.27,4983.24,0.0
366,32,11,1,5,1,2,1,1,6,1,122,3,611,0,0,1.4,89.52,-28.21,0.88,5358.38,0.0
367,48,2,3,0,0,1,1,0,7,3,1556,0,667,4,1,1.4,97.33,-50.17,3.05,5199.39,0.0
368,38,10,1,5,1,2,1,0,7,3,4722,6,764,3,1,1.4,96.68,-36.7,1.45,5216.72,1.0
369,33,2,2,4,1,2,2,0,5,1,247,1,985,0,0,-1.8,97.53,-47.9,1.34,4961.42,0.0
370,34,1,1,5,1,2,1,0,8,5,1047,2,970,0,0,-2.9,89.15,-32.93,0.9,5253.86,1.0
371,26,1,1,6,1,1,1,1,5,2,19,1,555,4,2,1.1,93.39,-40.59,1.08,5352.46,0.0
372,36,10,2,7,1,2,1,1,6,2,2654,0,885,3,2,1.4,98.27,-28.79,1.74,5019.55,0.0
373,54,6,3,5,1,1,1,1,6,4,410,15,989,0,0,1.4,93.33,-43.22,4.78,5452.9,0.0
374,28,1,1,6,1,1,1,0,8,5,251,1,3,2,2,-2.9,92.47,-30.36,0.92,5035.59,1.0
375,45,10,1,5,2,2,0,1,8,5,169,14,297,0,0,-1.8,93.86,-30.37,1.41,5300.18,0.0
376,29,8,2,5,1,2,1,0,5,3,232,2,1015,0,0,-1.8,91.4,-47.53,1.25,5007.31,0.0
377,47,7,2,2,1,2,2,0,8,4,3632,1,157,3,1,1.4,95.71,-45.87,4.59,5168.9,1.0
378,45,1,2,4,1,2,1,0,11,1,2999,3,454,5,2,-0.1,95.71,-34.09,4.37,4935.54,0.0
379,32,2,2,4,1,0,0,1,5,3,4570,3,734,1,2,1.1,90.42,-39.62,3.31,5082.47,0.0
380,29,1,2,6,1,2,1,0,3,2,176,3,951,0,0,-1.8,96.27,-48.6,1.57,5119.49,1.0
381,33,10,2,6,0,2,1,0,8,2,158,0,976,0,0,1.4,89.61,-37.58,4.93,5374.48,0.0
382,19,9,1,0,1,2,1,0,5,1,4711,4,255,1,0,-1.8,89.31,-35.56,3.98,5079.34,0.0
383,42,1,3,5,1,1,1,0,4,1,1380,2,325,1,0,-1.8,95.47,-38.05,3.48,5356.25,0.0
384,31,2,1,5,0,2,1,1,5,3,207,1,1008,0,0,1.1,91.83,-35.63,4.75,5253.29,0.0
385,64,1,2,5,1,2,1,0,10,5,125,0,962,1,1,-3.4,96.4,-27.0,0.76,4962.3,1.0
386,85,5,0,6,0,0,2,0,9,4,467,39,652,5,2,1.4,96.54,-28.74,2.11,4970.56,1.0
387,38,1,1,5,1,2,2,1,5,5,2807,1,864,4,0,1.1,92.24,-34.02,4.01,4897.52,0.0
388,32,1,2,6,1,2,2,0,5,1,2949,1,195,0,2,-1.8,91.51,-28.55,4.27,5149.82,0.0
389,35,10,1,7,1,1,1,1,6,4,610,2,1028,0,0,1.4,90.59,-41.46,5.1,5384.94,0.0
390,40,11,2,7,1,1,2,1,5,2,271,1,1005,0,0,1.1,89.57,-36.18,4.82,4972.97,0.0
391,26,8,1,5,1,2,1,0,7,1,305,2,970,0,0,1.4,91.47,-44.32,4.97,5384.94,0.0
392,46,2,2,4,1,1,1,1,7,5,233,0,1016,0,0,1.4,90.06,-44.62,5.02,5039.88,0.0
393,31,10,2,6,1,2,1,1,5,5,91,4,957,0,0,1.1,92.49,-36.18,5.06,5165.04,0.0
394,31,2,2,5,1,0,0,0,4,1,19,5,1001,0,0,-1.8,89.16,-48.32,1.42,5078.7,0.0
395,59,10,2,7,1,2,1,0,11,4,309,4,990,0,0,-0.1,92.26,-40.36,4.01,5419.21,0.0
396,54,6,3,7,1,1,1,1,6,3,201,0,994,0,0,1.4,90.21,-43.26,4.88,5201.95,0.0
397,30,2,1,3,1,2,1,0,5,4,2172,1,4,1,0,-1.8,94.29,-31.24,4.8,5297.96,1.0
398,28,1,1,6,1,2,1,1,5,1,90,2,1017,0,0,1.1,93.8,-37.3,5.06,5232.52,0.0
399,39,2,2,3,1,1,1,0,7,3,334,2,988,0,0,1.4,94.01,-44.45,5.02,4982.37,0.0
400,49,1,2,6,1,2,1,0,8,3,2566,5,112,4,2,1.4,91.88,-42.3,4.55,5028.12,0.0
401,26,11,2,5,1,1,1,0,6,4,120,2,1013,0,0,-2.9,90.73,-42.14,1.3,4918.83,0.0
402,43,2,2,4,1,1,1,0,8,1,129,3,1022,0,0,1.4,96.8,-36.28,4.9,5013.74,0.0
403,54,2,2,2,0,1,1,0,7,1,245,6,1018,0,0,1.4,89.4,-40.6,4.79,5003.29,0.0
404,31,5,1,6,1,2,1,0,4,1,4395,3,45,2,1,-1.8,88.36,-46.81,2.87,5182.92,0.0
405,37,8,2,2,2,0,0,1,5,1,459,9,976,0,0,-0.1,92.54,-41.07,4.33,5133.45,0.0
406,36,4,3,6,1,1,1,0,11,3,421,2,1027,0,0,-1.1,93.44,-50.64,1.03,5196.88,1.0
407,37,1,2,6,1,1,1,0,8,4,298,1,956,0,0,-2.9,92.84,-30.11,0.86,5071.12,0.0
408,44,2,2,3,0,2,1,1,5,1,104,1,1019,0,0,1.1,93.14,-35.08,4.89,5320.77,0.0
409,38,10,1,7,1,2,1,0,11,1,254,1,970,1,1,-0.1,94.87,-40.48,4.19,5123.05,0.0
410,32,5,2,6,1,2,1,0,8,1,189,1,1009,0,0,-2.9,95.42,-32.68,0.8,5299.55,0.0
411,58,3,2,2,1,1,2,0,11,2,171,2,996,1,1,-0.1,89.56,-40.57,4.09,5221.77,0.0
412,40,1,2,6,1,2,1,0,11,3,2384,2,444,1,1,-0.1,95.42,-36.25,1.85,5312.98,0.0
413,57,3,3,6,1,2,2,1,6,1,748,1,473,3,2,1.4,92.04,-49.89,4.44,5256.02,0.0
414,48,2,2,4,0,2,2,0,8,4,85,3,999,0,0,1.4,91.94,-35.16,5.19,5186.27,0.0
415,27,2,1,4,1,2,2,0,5,4,224,3,1017,0,0,-1.8,94.1,-44.53,1.2,5037.91,1.0
416,53,10,2,6,1,1,1,1,6,2,2025,0,68,6,0,1.4,95.43,-49.1,0.67,4935.4,0.0
417,48,4,2,5,1,2,1,0,8,1,117,1,976,0,0,1.4,93.63,-34.54,5.2,5024.2,0.0
418,54,1,3,5,1,1,1,1,6,3,152,1,1013,0,0,1.4,94.46,-43.17,4.9,5144.45,0.0
419,30,1,2,5,1,2,1,1,6,2,3382,9,733,0,1,1.4,92.81,-31.33,1.82,5079.58,0.0
420,68,8,2,7,2,0,0,0,4,3,157,36,1027,0,0,1.4,90.54,-36.93,4.73,5400.62,0.0
421,25,2,2,4,0,1,1,0,5,4,4469,4,255,4,2,-1.8,89.66,-27.22,4.0,5076.2,0.0
422,25,1,1,5,0,1,1,0,5,4,4471,3,333,4,2,-1.8,93.92,-36.57,3.93,4799.05,0.0
423,43,11,2,0,1,2,2,0,8,4,1669,3,565,4,1,-2.9,89.83,-39.77,2.95,5077.13,1.0
424,28,1,2,6,1,1,1,1,5,5,4669,0,24,5,0,1.1,94.98,-45.77,3.49,5064.6,1.0
425,42,7,2,6,1,1,1,1,5,2,159,0,120,3,0,1.1,89.83,-47.19,3.78,5313.77,0.0
426,47,2,2,4,1,2,2,1,5,5,132,3,959,0,0,1.1,89.29,-37.85,4.68,4931.45,0.0
427,36,5,2,6,1,1,2,0,11,3,1777,2,524,0,2,-0.1,95.37,-36.01,3.33,4904.77,0.0
428,61,1,1,5,1,1,2,1,5,2,492,1,1044,0,0,1.1,89.38,-36.61,5.06,5232.52,0.0
429,53,1,1,4,1,1,1,1,5,3,266,1,983,0,0,1.1,89.85,-36.47,4.66,5087.18,0.0
430,67,6,2,6,1,2,1,0,10,4,4400,0,210,5,0,-3.4,96.4,-45.4,3.15,4844.73,0.0
431,28,2,1,5,1,1,1,0,5,4,1180,0,464,4,2,-1.8,93.32,-30.53,1.54,5164.24,0.0
432,35,1,1,6,1,1,1,0,6,1,155,0,999,1,1,-2.9,96.86,-41.81,1.23,5091.42,0.0
433,51,2,2,6,1,1,2,1,5,4,2175,3,578,3,1,1.1,96.07,-39.44,3.6,4954.2,0.0
434,37,7,3,5,1,1,1,0,9,2,263,1,3,1,2,-3.4,89.79,-30.36,0.75,5208.16,1.0
435,68,10,2,0,1,1,1,0,12,4,4556,3,623,6,2,-3.0,90.96,-43.89,1.47,5247.06,0.0
436,34,2,2,4,1,2,2,0,5,2,254,4,316,5,2,-1.8,89.52,-37.92,3.85,5214.43,0.0
437,50,5,2,6,1,2,1,0,7,1,1547,0,667,3,1,1.4,90.14,-29.08,5.14,4877.76,0.0
438,40,8,2,5,1,1,2,1,5,4,1193,3,897,0,1,1.1,96.66,-30.89,4.8,5165.96,0.0
439,31,1,1,5,1,2,1,0,7,3,927,1,978,0,0,1.4,91.75,-42.87,5.12,5306.52,1.0
440,35,10,2,4,1,2,1,0,7,1,468,1,1009,0,0,1.4,97.48,-44.32,4.78,5405.85,0.0
441,61,7,2,3,2,0,0,0,9,3,519,3,1024,0,0,1.4,89.78,-42.1,4.89,5102.62,1.0
442,60,8,2,3,1,2,1,0,5,5,44,2,1018,0,0,-1.8,88.43,-47.3,1.28,4854.34,0.0
443,39,10,3,6,0,2,1,0,8,1,66,2,1039,0,0,1.4,90.45,-36.89,4.95,5458.13,0.0
444,42,1,1,5,1,1,1,1,5,3,595,2,957,0,0,1.1,92.67,-37.67,4.71,5237.71,0.0
445,59,8,2,5,1,2,1,0,7,5,1014,30,743,3,1,1.4,91.84,-41.41,4.38,4928.7,0.0
446,34,2,2,4,1,2,1,1,5,1,122,2,963,0,0,1.1,93.43,-36.54,4.78,5087.18,0.0
447,28,8,2,5,1,2,1,0,5,4,332,1,1024,0,0,-1.8,95.95,-45.32,1.2,5257.17,0.0
448,40,5,2,6,1,2,1,0,5,4,191,1,972,0,0,-1.8,93.54,-46.33,1.35,5267.37,0.0
449,53,10,2,7,1,1,1,0,7,4,348,1,928,0,0,-2.9,95.21,-27.07,4.43,5053.91,1.0
450,28,10,3,7,1,2,1,0,5,2,417,0,1017,0,0,-1.8,95.4,-46.8,1.25,4986.91,0.0
451,38,2,2,3,1,2,1,0,10,4,4238,0,789,0,2,-3.4,98.15,-34.91,2.32,5035.57,0.0
452,39,10,2,7,1,1,1,1,10,4,1022,1,809,6,2,-0.1,97.79,-27.4,4.45,5288.39,1.0
453,31,10,1,6,1,2,1,0,5,5,590,7,882,3,1,-1.8,92.88,-46.47,0.87,5213.96,1.0
454,74,6,2,6,1,2,1,0,10,5,4244,1,385,3,1,-1.1,92.56,-26.81,2.24,5355.2,0.0
455,33,11,2,4,0,1,1,1,5,5,458,1,1012,0,0,1.1,92.49,-37.81,4.8,5191.0,0.0
456,30,3,2,4,0,1,1,1,5,5,134,1,1016,0,0,1.1,97.56,-35.92,5.02,5315.58,0.0
457,35,10,2,7,1,2,1,1,5,4,2053,2,972,6,2,1.1,96.31,-32.24,2.99,4880.09,0.0
458,31,2,2,5,1,2,1,0,7,2,2176,4,682,2,2,1.4,91.2,-41.92,0.96,4875.39,0.0
459,53,1,0,2,2,2,2,1,9,3,340,41,1038,0,0,1.4,91.1,-41.76,5.14,5473.82,1.0
460,27,1,1,5,1,1,1,1,3,5,231,2,993,0,0,-1.8,90.24,-48.15,1.46,5348.95,1.0
461,36,2,2,2,1,0,0,0,5,4,145,0,988,0,0,-1.8,95.12,-45.22,1.23,4986.91,0.0
462,33,1,1,6,1,2,2,0,8,2,1317,4,767,6,2,1.4,91.36,-27.61,4.98,5069.56,0.0
463,49,2,3,4,1,2,1,0,5,3,220,2,695,3,2,-1.8,92.7,-29.07,2.54,4846.43,0.0
464,24,8,2,5,1,1,1,0,5,4,2178,3,295,2,2,-1.8,91.39,-30.66,1.84,5035.39,0.0
465,30,10,2,4,1,2,1,0,9,3,150,0,6,1,2,-1.1,98.24,-37.42,0.9,4874.25,1.0
466,51,5,3,6,1,1,1,1,5,2,301,1,969,0,0,1.1,91.83,-35.16,4.85,5097.56,0.0
467,47,2,2,3,0,2,1,0,8,2,4336,2,954,2,1,1.4,90.43,-37.13,0.62,4999.15,0.0
468,34,2,1,4,0,1,1,0,7,1,54,10,1024,0,0,1.4,92.88,-44.19,4.85,5039.88,0.0
469,48,2,2,4,1,1,1,0,5,5,240,2,1043,0,0,-1.8,89.73,-43.89,1.34,5083.8,0.0
